2020-11-20 17:08:23,878 [   3125]   INFO - tellij.util.io.FileChannelUtil - interruptible FileChannel-s will be used for indexes 
2020-11-20 17:08:23,889 [   3136]   WARN - i.mac.MacOSApplicationProvider - No URL bundle (CFBundleURLTypes) is defined in the main bundle.
To be able to open external links, specify protocols in the app layout section of the build file.
Example: args.urlSchemes = ["your-protocol"] will handle following links: your-protocol://open?file=file&line=line 
2020-11-20 17:08:23,910 [   3157]   INFO - fs.newvfs.persistent.FSRecords - Marking VFS as corrupted: '/Users/ruairimcguigan/Development/PayrocGetStarted/build/idea-sandbox/system/caches/names.dat' does not exist 
2020-11-20 17:08:23,924 [   3171]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63343 
2020-11-20 17:08:23,925 [   3172]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2020-11-20 17:08:23,925 [   3172]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2020-11-20 17:08:23,964 [   3211]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2020-11-20 17:08:24,237 [   3484]   INFO - m.intellij.ui.mac.touchbar.NST - nst library works properly, successfully created and released native touchbar object 
2020-11-20 17:08:24,312 [   3559]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2020-11-20 17:08:24,407 [   3654]   INFO - stubs.SerializationManagerImpl - Name storage is repaired 
2020-11-20 17:08:24,418 [   3665]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'FilenameIndex'; old = -1, new = 3 
2020-11-20 17:08:24,448 [   3695]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'FrameworkDetectionIndex'; old = -1, new = 0 
2020-11-20 17:08:24,452 [   3699]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'TodoIndex'; old = -1, new = 4107 
2020-11-20 17:08:24,466 [   3713]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'IdIndex'; old = -1, new = 4112 
2020-11-20 17:08:24,481 [   3728]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'filetypes'; old = -1, new = 2 
2020-11-20 17:08:24,485 [   3732]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'Stubs'; old = -1, new = 46 
2020-11-20 17:08:24,610 [   3857]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'Trigram.Index'; old = -1, new = 4099 
2020-11-20 17:08:24,613 [   3860]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'fileIncludes'; old = -1, new = 6 
2020-11-20 17:08:24,662 [   3909]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'DomFileIndex'; old = -1, new = 420938826 
2020-11-20 17:08:24,665 [   3912]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'RelaxSymbolIndex'; old = -1, new = 0 
2020-11-20 17:08:24,668 [   3915]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'XmlTagNames'; old = -1, new = 1 
2020-11-20 17:08:24,670 [   3917]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'XmlNamespaces'; old = -1, new = 7 
2020-11-20 17:08:24,674 [   3921]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'html5.custom.attributes.index'; old = -1, new = 1 
2020-11-20 17:08:24,677 [   3924]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'SchemaTypeInheritance'; old = -1, new = 2 
2020-11-20 17:08:24,680 [   3927]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'json.file.root.values'; old = -1, new = 5 
2020-11-20 17:08:24,682 [   3929]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'ImageFileInfoIndex'; old = -1, new = 8 
2020-11-20 17:08:24,685 [   3932]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'bytecodeAnalysis'; old = -1, new = 4107 
2020-11-20 17:08:24,690 [   3937]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.auto.module.name'; old = -1, new = 5 
2020-11-20 17:08:24,693 [   3940]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.source.module.name'; old = -1, new = 2 
2020-11-20 17:08:24,696 [   3943]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.null.method.argument'; old = -1, new = 4097 
2020-11-20 17:08:24,700 [   3947]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.simple.property'; old = -1, new = 3 
2020-11-20 17:08:24,702 [   3949]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.fun.expression'; old = -1, new = 4100 
2020-11-20 17:08:24,706 [   3953]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.binary.plus.expression'; old = -1, new = 4099 
2020-11-20 17:08:24,711 [   3958]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'RefQueueIndex'; old = -1, new = 0 
2020-11-20 17:08:24,714 [   3961]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'xmlProperties'; old = -1, new = 2 
2020-11-20 17:08:24,716 [   3963]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'groovy.trait.fields'; old = -1, new = 5 
2020-11-20 17:08:24,718 [   3965]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'groovy.trait.methods'; old = -1, new = 25 
2020-11-20 17:08:24,719 [   3966]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'org.jetbrains.kotlin.idea.versions.KotlinJvmMetadataVersionIndex'; old = -1, new = 5 
2020-11-20 17:08:24,725 [   3972]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'org.jetbrains.kotlin.idea.versions.KotlinJsMetadataVersionIndex'; old = -1, new = 3 
